"","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","shape","name","trial_name","object","correct","phase","objSize","subid","block","size_bin","log_rt"
"11",725.440000067465,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='295.662383466123' height='295.662383466123'></img></div></div></div>",NA,"html-keyboard-response",10,40986,"0.0-4.0-0.3","70",18,"sprock","trial","big",1,"training",295.662383466123,"aibq_dark_tgid",1,4,6.58677836741216
"12",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",11,42238,"0.0-4.0-1.3","null",18,"sprock","feedback","big",0,"training",295.662383466123,"aibq_dark_tgid",1,4,NA
"13",1605.82000005525,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='214.31784821587746' height='214.31784821587746'></img></div></div></div>",NA,"html-keyboard-response",12,43846,"0.0-4.0-0.4","74",12,"boti","trial","small",1,"training",214.317848215877,"aibq_dark_tgid",1,2,7.38138980855859
"14",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",13,45098,"0.0-4.0-1.4","null",12,"boti","feedback","small",0,"training",214.317848215877,"aibq_dark_tgid",1,2,NA
"15",986.000000033528,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='245.36628518487666' height='245.36628518487666'></img></div></div></div>",NA,"html-keyboard-response",14,46086,"0.0-4.0-0.5","74",12,"boti","trial","small",1,"training",245.366285184877,"aibq_dark_tgid",1,3,6.89365635463664
"16",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",15,47338,"0.0-4.0-1.5","null",12,"boti","feedback","small",0,"training",245.366285184877,"aibq_dark_tgid",1,3,NA
"17",806.129999924451,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='159.8013383032701' height='159.8013383032701'></img></div></div></div>",NA,"html-keyboard-response",16,48146,"0.0-4.0-0.6","74",12,"boti","trial","small",1,"training",159.80133830327,"aibq_dark_tgid",2,1,6.69224501972961
"18",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",17,49399,"0.0-4.0-1.6","null",12,"boti","feedback","small",0,"training",159.80133830327,"aibq_dark_tgid",2,1,NA
"19",704.6599999303,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='362.413879648252' height='362.413879648252'></img></div></div></div>",NA,"html-keyboard-response",18,50105,"0.0-4.0-0.7","70",18,"sprock","trial","big",1,"training",362.413879648252,"aibq_dark_tgid",2,6,6.55771541688047
"20",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",19,51357,"0.0-4.0-1.7","null",18,"sprock","feedback","big",0,"training",362.413879648252,"aibq_dark_tgid",2,6,NA
"21",1055.87999999989,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='226.9689482214903' height='226.9689482214903'></img></div></div></div>",NA,"html-keyboard-response",20,52415,"0.0-4.0-0.8","74",12,"boti","trial","small",1,"training",226.96894822149,"aibq_dark_tgid",2,3,6.96212982144536
"22",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",21,53667,"0.0-4.0-1.8","null",12,"boti","feedback","small",0,"training",226.96894822149,"aibq_dark_tgid",2,3,NA
"23",1037.55999996793,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='442.35318111612696' height='442.35318111612696'></img></div></div></div>",NA,"html-keyboard-response",22,54707,"0.0-4.0-0.9","70",18,"sprock","trial","big",1,"training",442.353181116127,"aibq_dark_tgid",2,8,6.94462708172707
"24",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",23,55959,"0.0-4.0-1.9","null",18,"sprock","feedback","big",0,"training",442.353181116127,"aibq_dark_tgid",2,8,NA
"25",1394.56000004429,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='331.19354873535156' height='331.19354873535156'></img></div></div></div>",NA,"html-keyboard-response",24,57357,"0.0-4.0-0.10","70",18,"sprock","trial","big",1,"training",331.193548735352,"aibq_dark_tgid",3,5,7.24033423234796
"26",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",25,58609,"0.0-4.0-1.10","null",18,"sprock","feedback","big",0,"training",331.193548735352,"aibq_dark_tgid",3,5,NA
"27",1024.65499995742,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='377.95552127427624' height='377.95552127427624'></img></div></div></div>",NA,"html-keyboard-response",26,59636,"0.0-4.0-0.11","70",18,"sprock","trial","big",1,"training",377.955521274276,"aibq_dark_tgid",3,6,6.93211124950753
"28",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",27,60888,"0.0-4.0-1.11","null",18,"sprock","feedback","big",0,"training",377.955521274276,"aibq_dark_tgid",3,6,NA
"29",845.8999999566,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='186.62731360705828' height='186.62731360705828'></img></div></div></div>",NA,"html-keyboard-response",28,61736,"0.0-4.0-0.12","74",12,"boti","trial","small",1,"training",186.627313607058,"aibq_dark_tgid",3,2,6.74040114925866
"30",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",29,62989,"0.0-4.0-1.12","null",12,"boti","feedback","small",0,"training",186.627313607058,"aibq_dark_tgid",3,2,NA
"31",795.370000065304,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='325.02848304530903' height='325.02848304530903'></img></div></div></div>",NA,"html-keyboard-response",30,63786,"0.0-4.0-0.13","70",18,"sprock","trial","big",1,"training",325.028483045309,"aibq_dark_tgid",3,5,6.67880741527238
"32",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",31,65038,"0.0-4.0-1.13","null",18,"sprock","feedback","big",0,"training",325.028483045309,"aibq_dark_tgid",3,5,NA
"33",806.615000008605,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='170.2870217360263' height='170.2870217360263'></img></div></div></div>",NA,"html-keyboard-response",32,65847,"0.0-4.0-0.14","74",12,"boti","trial","small",1,"training",170.287021736026,"aibq_dark_tgid",4,1,6.69284647885525
"34",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",33,67101,"0.0-4.0-1.14","null",12,"boti","feedback","small",0,"training",170.287021736026,"aibq_dark_tgid",4,1,NA
"35",1123.37499996647,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='240.54714330989083' height='240.54714330989083'></img></div></div></div>",NA,"html-keyboard-response",34,68226,"0.0-4.0-0.15","74",12,"boti","trial","small",1,"training",240.547143309891,"aibq_dark_tgid",4,3,7.02409282594869
"36",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",35,69479,"0.0-4.0-1.15","null",12,"boti","feedback","small",0,"training",240.547143309891,"aibq_dark_tgid",4,3,NA
"37",674.754999927245,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='187.52534683790543' height='187.52534683790543'></img></div></div></div>",NA,"html-keyboard-response",36,70156,"0.0-4.0-0.16","74",12,"boti","trial","small",1,"training",187.525346837905,"aibq_dark_tgid",4,2,6.51434966191474
"38",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",37,71408,"0.0-4.0-1.16","null",12,"boti","feedback","small",0,"training",187.525346837905,"aibq_dark_tgid",4,2,NA
"39",735.370000009425,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='189.75526076018846' height='189.75526076018846'></img></div></div></div>",NA,"html-keyboard-response",38,72146,"0.0-4.0-0.17","74",12,"boti","trial","small",1,"training",189.755260760188,"aibq_dark_tgid",4,2,6.60037377392224
"40",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",39,73398,"0.0-4.0-1.17","null",12,"boti","feedback","small",0,"training",189.755260760188,"aibq_dark_tgid",4,2,NA
"41",785.784999956377,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='366.4671569704768' height='366.4671569704768'></img></div></div></div>",NA,"html-keyboard-response",40,74186,"0.0-4.0-0.18","70",18,"sprock","trial","big",1,"training",366.467156970477,"aibq_dark_tgid",5,6,6.66668321805998
"42",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",41,75438,"0.0-4.0-1.18","null",18,"sprock","feedback","big",0,"training",366.467156970477,"aibq_dark_tgid",5,6,NA
"43",697.404999984428,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='401.44407081461276' height='401.44407081461276'></img></div></div></div>",NA,"html-keyboard-response",42,76138,"0.0-4.0-0.19","70",18,"sprock","trial","big",1,"training",401.444070814613,"aibq_dark_tgid",5,7,6.54736630368019
"44",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",43,77390,"0.0-4.0-1.19","null",18,"sprock","feedback","big",0,"training",401.444070814613,"aibq_dark_tgid",5,7,NA
"45",743.505000020377,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='142.63593773350829' height='142.63593773350829'></img></div></div></div>",NA,"html-keyboard-response",44,78136,"0.0-4.0-0.20","74",12,"boti","trial","small",1,"training",142.635937733508,"aibq_dark_tgid",5,1,6.61137549085457
"46",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",45,79388,"0.0-4.0-1.20","null",12,"boti","feedback","small",0,"training",142.635937733508,"aibq_dark_tgid",5,1,NA
"47",815.214999951422,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='140.50978293677355' height='140.50978293677355'></img></div></div></div>",NA,"html-keyboard-response",46,80206,"0.0-4.0-0.21","74",12,"boti","trial","small",1,"training",140.509782936774,"aibq_dark_tgid",5,1,6.70345188207218
"48",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",47,81458,"0.0-4.0-1.21","null",12,"boti","feedback","small",0,"training",140.509782936774,"aibq_dark_tgid",5,1,NA
"49",845.684999949299,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='178.34516791420583' height='178.34516791420583'></img></div></div></div>",NA,"html-keyboard-response",48,82306,"0.0-4.0-0.22","74",12,"boti","trial","small",1,"training",178.345167914206,"aibq_dark_tgid",6,1,6.74014694978483
"50",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",49,83558,"0.0-4.0-1.22","null",12,"boti","feedback","small",0,"training",178.345167914206,"aibq_dark_tgid",6,1,NA
"51",1006.64499995764,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='376.83353008996505' height='376.83353008996505'></img></div></div></div>",NA,"html-keyboard-response",50,84566,"0.0-4.0-0.23","70",18,"sprock","trial","big",1,"training",376.833530089965,"aibq_dark_tgid",6,6,6.91437829824829
"52",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",51,85819,"0.0-4.0-1.23","null",18,"sprock","feedback","big",0,"training",376.833530089965,"aibq_dark_tgid",6,6,NA
"53",1227.32499998529,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='171.69746846648448' height='171.69746846648448'></img></div></div></div>",NA,"html-keyboard-response",52,87048,"0.0-4.0-0.24","74",12,"boti","trial","small",1,"training",171.697468466484,"aibq_dark_tgid",6,1,7.11259228330171
"54",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",53,88301,"0.0-4.0-1.24","null",12,"boti","feedback","small",0,"training",171.697468466484,"aibq_dark_tgid",6,1,NA
"55",992.830000002868,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='366.1309049217933' height='366.1309049217933'></img></div></div></div>",NA,"html-keyboard-response",54,89296,"0.0-4.0-0.25","70",18,"sprock","trial","big",1,"training",366.130904921793,"aibq_dark_tgid",6,6,6.90055945100322
"56",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",55,90548,"0.0-4.0-1.25","null",18,"sprock","feedback","big",0,"training",366.130904921793,"aibq_dark_tgid",6,6,NA
"57",903.755000093952,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='382.60049850825965' height='382.60049850825965'></img></div></div></div>",NA,"html-keyboard-response",56,91454,"0.0-4.0-0.26","70",18,"sprock","trial","big",1,"training",382.60049850826,"aibq_dark_tgid",7,7,6.80655830606509
"58",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",57,92707,"0.0-4.0-1.26","null",18,"sprock","feedback","big",0,"training",382.60049850826,"aibq_dark_tgid",7,7,NA
"59",886.015000054613,"<audio src='stimsounds/sprock.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object18bluebig.jpg' width='415.6326983330823' height='415.6326983330823'></img></div></div></div>",NA,"html-keyboard-response",58,93596,"0.0-4.0-0.27","74",18,"sprock","trial","big",0,"training",415.632698333082,"aibq_dark_tgid",7,7,6.78673388054598
"60",NA,"<audio src='stimsounds/buzzer.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",59,94849,"0.0-4.0-1.27","null",18,"sprock","feedback","big",0,"training",415.632698333082,"aibq_dark_tgid",7,7,NA
"61",885.019999928772,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='217.57848136587086' height='217.57848136587086'></img></div></div></div>",NA,"html-keyboard-response",60,95736,"0.0-4.0-0.28","74",12,"boti","trial","small",1,"training",217.578481365871,"aibq_dark_tgid",7,2,6.78561024354215
"62",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",61,96988,"0.0-4.0-1.28","null",12,"boti","feedback","small",0,"training",217.578481365871,"aibq_dark_tgid",7,2,NA
"63",985.665000043809,"<audio src='stimsounds/boti.mp3', autoplay='true'></audio><div class='displayed'><div style='width: 700px;'><div style='float: center;'><div id='rectangle'></div><img src='stim-images/object12bluebig.jpg' width='214.4299088686375' height='214.4299088686375'></img></div></div></div>",NA,"html-keyboard-response",62,97976,"0.0-4.0-0.29","74",12,"boti","trial","small",1,"training",214.429908868638,"aibq_dark_tgid",7,2,6.89331654032444
"64",NA,"<audio src='stimsounds/empty.wav', autoplay='true'></audio><div id='rectangle'></div>",NA,"html-keyboard-response",63,99229,"0.0-4.0-1.29","null",12,"boti","feedback","small",0,"training",214.429908868638,"aibq_dark_tgid",7,2,NA
"65",3086.13500010688,"We will now begin the testing phase. <p>Press F for sprock. Press J for boti. Please go as quickly as you can without making mistakes.</p> <p>Press Space to begin.</p>",NA,"html-keyboard-response",64,102316,"0.0-5.0-0.0","32",NA,NA,NA,NA,NA,NA,NA,"aibq_dark_tgid",8,NA,8.03467477795036
"66",3148.29000004102,"<div class='displayed'><div style='width: 700px;'><div style='float: center;'><img src='stim-images/object18bluebig.jpg' width='405.90566363590995' height='405.90566363590995'></img></div></div></div><div id='rectangle'></div>",NA,"html-keyboard-response",65,105466,"0.0-6.0-0.0","70",18,"sprock","trial","big",1,"testing",405.90566363591,"aibq_dark_tgid",8,7,8.05461472728956
"67",NA,"<div id='rectangle'></div>",NA,"html-keyboard-response",66,106467,"0.0-6.0-1.0","null",18,"sprock","feedback","big",0,"testing",405.90566363591,"aibq_dark_tgid",8,7,NA
"68",707.46499998495,"<div class='displayed'><div style='width: 700px;'><div style='float: center;'><img src='stim-images/object18bluebig.jpg' width='357.57126221503427' height='357.57126221503427'></img></div></div></div><div id='rectangle'></div>",NA,"html-keyboard-response",67,107176,"0.0-6.0-0.1","70",18,"sprock","trial","big",1,"testing",357.571262215034,"aibq_dark_tgid",8,6,6.56168815830778
"69",NA,"<div id='rectangle'></div>",NA,"html-keyboard-response",68,108177,"0.0-6.0-1.1","null",18,"sprock","feedback","big",0,"testing",357.571262215034,"aibq_dark_tgid",8,6,NA
"70",658.255000016652,"<div class='displayed'><div style='width: 700px;'><div style='float: center;'><img src='stim-images/object18bluebig.jpg' width='298.7246217705403' height='298.7246217705403'></img></div></div></div><div id='rectangle'></div>",NA,"html-keyboard-response",69,108838,"0.0-6.0-0.2","70",18,"sprock","trial","big",1,"testing",298.72462177054,"aibq_dark_tgid",8,4,6.48959239427108
"71",NA,"<div id='rectangle'></div>",NA,"html-keyboard-response",70,109839,"0.0-6.0-1.2","null",18,"sprock","feedback","big",0,"testing",298.72462177054,"aibq_dark_tgid",8,4,NA
"72",1115.80000002868,"<div class='displayed'><div style='width: 700px;'><div style='float: center;'><img src='stim-images/object12bluebig.jpg' width='232.21158564238905' height='232.21158564238905'></img></div></div></div><div id='rectangle'></div>",NA,"html-keyboard-response",71,110956,"0.0-6.0-0.3","74",12,"boti","trial","small",1,"testing",232.211585642389,"aibq_dark_tgid",8,3,7.01732691543714
"73",NA,"<div id='rectangle'></div>",NA,"html-keyboard-response",72,111957,"0.0-6.0-1.3","null",12,"boti","feedback","small",0,"testing",232.211585642389,"aibq_dark_tgid",9,3,NA
"74",717.274999944493,"<div class='displayed'><div style='width: 700px;'><div style='float: center;'><img src='stim-images/object12bluebig.jpg' width='126.72916529717733' height='126.72916529717733'></img></div></div></div><div id='rectangle'></div>",NA,"html-keyboard-response",73,112675,"0.0-6.0-0.4","74",12,"boti","trial","small",1,"testing",126.729165297177,"aibq_dark_tgid",9,0,6.57545930952695
"75",NA,"<div id='rectangle'></div>",NA,"html-keyboard-response",74,113677,"0.0-6.0-1.4","null",12,"boti","feedback","small",0,"testing",126.729165297177,"aibq_dark_tgid",9,0,NA
